MovieID,Name,Date_Added,Release_Year,Rating,Duration(minutes),Description
169,Pahuna,"August 18, 2021",2018,TV-PG,82,"Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India."
170,The Secret Diary of an Exchange Student,"August 18, 2021",2021,TV-14,97,"Looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. But can they stay out of trouble?"
171,Untold: Deal With the Devil,"August 18, 2021",2021,TV-MA,78,"Christy Martin broke boundaries and noses as she rose in the boxing world, but her public persona belied personal demons, abuse and a threat on her life."
172,Walk of Shame,"August 16, 2021",2014,R,94,"After a night of boozy carousing, a local newscaster finds herself stranded on the streets of LA just hours before the job interview of a lifetime."
173,The Piano,"August 15, 2021",1993,R,121,"With her daughter and her beloved piano in tow, a mute Scottish woman arrives in New Zealand, where a gruff loner sets out to seduce her."
174,Unroyal,"August 15, 2021",2020,TV-MA,97,"When a rude and arrogant princess finds herself relying on a gatekeeper after a terrible accident, it may be enough to make her change her ways."
175,Beckett,"August 13, 2021",2021,TV-MA,110,An American tourist goes on the run in Greece after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.
176,Lokillo: Nothing's the Same,"August 12, 2021",2021,TV-MA,64,"Through songs and puns, comedian Lokillo Florez hilariously reviews how Latin Americans have adjusted to a new world where no-hugging policies prevail."
177,Monster Hunter: Legends of the Guild,"August 12, 2021",2021,TV-PG,59,"In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon."
178,Brother Jekwu,"August 11, 2021",2016,TV-14,101,"Chasing wild success, a village hustler follows his cousin from Nigeria to Kenya and stumbles into the shady business affairs of a notorious overlord."
179,La diosa del asfalto,"August 11, 2021",2020,TV-MA,127,"A woman from a tough neighborhood outside Mexico City comes home a rock star, inadvertently provoking a confrontation with the ghosts of her past."
180,Misha and the Wolves,"August 11, 2021",2021,PG-13,90,"As a little girl, she escaped the Holocaust and lived among wolves. Or did she? An extraordinary story elicits sympathy — then draws scrutiny."
181,The Kissing Booth 3,"August 11, 2021",2021,TV-14,114,"Determined to make the most of her final summer before college, Elle plans the ultimate bucket list as she navigates what comes next with Noah and Lee."
182,The Railway Man,"August 11, 2021",2013,R,108,"Decades after World War II, a still-shattered soldier unexpectedly falls in love and sees a bizarre coincidence bring his past back into focus."
183,Untold: Malice at the Palace,"August 10, 2021",2021,TV-MA,70,"Key figures from an infamous 2004 incident between players and fans at an NBA game in Michigan discuss the fight, its fallout and its lasting legacy."
184,Quartet,"August 8, 2021",2012,PG-13,98,"To save their posh retirement home, former opera stars plan a gala recital — until the biggest diva among them refuses to sing."
185,Slay,"August 8, 2021",2021,TV-MA,86,"In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities."
186,Takizawa Kabuki ZERO 2020 The Movie,"August 7, 2021",2020,TV-PG,139,"Superstar Hideaki Takizawa reimagines his acclaimed kabuki production for the screen, featuring the dynamic talents of idol group Snow Man."
187,The Paper Tigers,"August 7, 2021",2021,PG-13,111,"After reuniting as middle-aged men, three kung-fu prodigies must set their differences aside and dust off their skills to avenge their beloved mentor."
188,Quam's Money,"August 6, 2021",2020,TV-MA,115,"In this sequel to ""New Money,"" Quam, a security guard turned multimillionaire, lives the good life with his fortune until he falls victim to fraud."
189,The Swarm,"August 6, 2021",2021,TV-14,102,"A single mother breeds locusts as high-protein food, but has trouble getting them to reproduce — until she finds they have a taste for blood."
190,Vivo,"August 6, 2021",2021,PG,100,A music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.
191,Chennai Express,"August 5, 2021",2013,TV-14,135,What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.
192,City of God: 10 Years Later,"August 5, 2021",2013,TV-MA,69,"A decade after the seminal Brazilian film ""City of God,"" this documentary reunites some of the cast and crew to find out what paths their lives took."
193,Esperando la carroza,"August 5, 2021",1985,TV-MA,95,Cora has three sons and a daughter and she´s almost 80. One day during a family reunion the big question comes up: who will be her heir?
194,Lady Boss: The Jackie Collins Story,"August 5, 2021",2021,TV-14,97,"""Queen of Sleaze"" or feminist pioneer? Powerhouse novelist Jackie Collins created a brash sex-positive persona while hiding her private struggles."
195,Tango Feroz,"August 5, 2021",1993,TV-MA,124,"One of the first rock stars in Argentina, Tango leads a full life during an era of social unrest – one of both glory and despair."
196,'76,"August 4, 2021",2016,TV-PG,118,"When her husband is accused of taking part in an attempted military coup, a pregnant woman's life takes an emotional turn. Inspired by true events."
197,Aftermath,"August 4, 2021",2021,TV-MA,115,"Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history."
198,American Masters: Inventing David Geffen,"August 4, 2021",2012,TV-MA,115,"The son of Jewish immigrants, David Geffen emerged from a humble upbringing to become one of the most powerful media personalities in America."
199,Heavy,"August 3, 2021",1995,R,104,Overweight Victor hides from the world making pizzas in his mother's gloomy dive until a new waitress blows in and disrupts his isolation.
200,Ije: The Journey,"August 3, 2021",2010,TV-MA,106,"When her sister is accused of multiple murders, a Nigerian woman travels to Los Angeles to uncover the truth and fight for her sibling’s freedom."
201,Pray Away,"August 3, 2021",2021,PG-13,102,"Ex-leaders and a survivor of the so-called ""conversion therapy"" movement speak out about its harm to the LGBTQ+ community and its devastating persistence."
202,Shiny_Flakes: The Teenage Drug Lord,"August 3, 2021",2021,TV-MA,97,"Max S. reveals how he built a drug empire from his childhood bedroom in this story that inspired the series ""How to Sell Drugs Online (Fast)."""
203,Beethoven,"August 1, 2021",1992,PG,87,"A father reluctantly agrees to let his children keep a St. Bernard puppy, but the playful pooch soon turns into a full-grown engine of destruction."
204,Beethoven's 2nd,"August 1, 2021",1993,PG,88,"After St. Bernard Beethoven sires a brood with Missy, he and the Newton kids must intervene when Missy's owner tries to sell the puppies."
205,Beowulf,"August 1, 2021",2007,PG-13,114,This deftly animated take on a legendary Old English epic tells the timeless tale of a Scandinavian hero who's known for slaying dragons.
206,Boyka: Undisputed,"August 1, 2021",2016,R,90,The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.
207,Catch Me If You Can,"August 1, 2021",2002,PG-13,142,"An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit."
208,Cloudy with a Chance of Meatballs,"August 1, 2021",2009,PG,90,"When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow."
209,Deep Blue Sea,"August 1, 2021",1999,R,105,Scientists conduct research on sharks in search of an Alzheimer's cure. But a dangerous shortcut leads to huge sharks with near-human intelligence.
210,Ferris Bueller's Day Off,"August 1, 2021",1986,PG-13,103,"After faking an illness to skip school, popular teen Ferris Bueller enjoys a fun-filled day in Chicago with his girlfriend and his uptight best friend."
211,Five Feet Apart,"August 1, 2021",2019,PG-13,116,A teen with cystic fibrosis shakes up her daily routine and challenges hospital protocol when she falls for a fellow patient.
212,Freedomland,"August 1, 2021",2006,R,113,"When a woman reports that her infant son was kidnapped by a black man, an African American detective and a white activist team up to dig for details."
213,Good Luck Chuck,"August 1, 2021",2007,R,99,"Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right."
214,I missed you: Director's Cut,"August 1, 2021",2021,TV-14,96,A workaholic reconnects with two men she blocked on social media five years ago and begins to reflect on her past life choices.
215,Inception,"August 1, 2021",2010,PG-13,148,A troubled thief who extracts secrets from people's dreams takes one last job: leading a dangerous mission to plant an idea in a target's subconscious.
216,Magnolia,"August 1, 2021",1999,R,189,"Through chance, history and divine intervention, a cast of eclectic characters weaves and warps through each other's lives on a random day in California."
217,Major Payne,"August 1, 2021",1995,PG-13,97,A hardened Marine is given his marching orders and must now lead a disorderly group of mismatched cadets into a junior ROTC competition.
218,My Girl,"August 1, 2021",1991,PG-13,102,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.
219,My Girl 2,"August 1, 2021",1994,PG,99,A teen makes surprising discoveries when she talks to her dead mother's high school friends for an essay about someone she admires but has never met.
220,Open Season: Scared Silly,"August 1, 2021",2015,PG,85,"When a spooky werewolf tale scares Boog out of joining the annual camping trip, his friends hatch a plan to cure him of his fear."
